Reference area,Frequency of observation,Measure,Unit of measure,PRICE_BASE,Price base,TIME_PERIOD,OBS_VALUE
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,3.002983636
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2000,82.66476214
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,1.831305237
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2001,84.17860626
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,1.936419424
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2002,85.80865714
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,2.014795089
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2003,87.53752575
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,-0.390261844
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2004,87.19590019
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,-0.248080818
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2005,86.97958388
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,1.157617361
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2006,87.98647465
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,3.844637804
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2007,91.36923591
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,-2.997920993
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2008,88.63005841
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,5.322129972
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2009,93.34706531
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,-0.846883708
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2010,92.55652422
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,1.753188997
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2011,94.17921502
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,3.820555121
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2012,97.77738385
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,-2.23999445
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2013,95.58717587
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,-0.077762442
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2014,95.51284495
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,2.275228082
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2015,97.68598002
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,-0.896885192
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2016,96.80984893
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2017,96.8878764
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,0.080598687
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,1.979365183
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2018,98.80564129
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,-0.70560102
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2019,98.10846768
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,1.928001085
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,2.625315904
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2021,102.6253159
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,0.273859958
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2022,102.9063656
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,-1.722907645
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,2023,101.1333839
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,1995,79.21996356
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,1996,81.73694106
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,3.177201037
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,1997,83.86608156
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,2.604869311
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,1998,83.99216588
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,0.150340066
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,1999,84.99520335
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,1.194203606
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2000,88.3401105
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,3.935406965
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2001,91.61477897
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,3.706887446
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2002,93.61461805
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,2.18287825
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2003,96.6247589
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,3.215460268
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2004,98.59417941
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,2.038215186
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2005,99.71361068
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,1.135392855
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2006,99.05844253
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,-0.657049866
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2007,97.30341323
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,-1.771710984
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2008,94.37178955
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,-3.012868289
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2009,94.32074928
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-0.05408424
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2010,94.80258411
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,0.51084712
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2011,94.14790753
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,-0.690568293
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2012,94.99360061
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,0.898260091
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2013,95.55466638
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,0.59063534
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2014,96.31980081
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,0.800729522
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2015,97.60110872
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,1.330264295
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,0.643927694
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2016,98.22958929
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2017,100.262603
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,2.069655078
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2018,99.48661959
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,-0.773950965
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2019,99.10415614
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,-0.384437075
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,0.903941764
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2021,101.5858397
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,1.585839733
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2022,101.3345731
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,-0.247344197
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2023,100.8269394
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,-0.500948162
Norway,Annual,GDP per hour worked,Index,Q,Constant prices,2024,102.6997139
Norway,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2024,1.85741488
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,1995,41.88460497
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,4.837558447
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,1996,43.91079721
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,4.866232131
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,1997,46.04759854
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,3.469176892
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,1998,47.64507118
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,7.247917145
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,1999,51.09834647
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,8.065707528
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2000,55.21978964
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,3.417421274
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2001,57.10688248
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,5.356261779
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2002,60.1656766
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,4.404570592
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2003,62.8157163
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,3.913137027
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2004,65.27378135
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,1.353614271
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2005,66.15733657
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,2.874332908
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2006,68.05891867
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,2.277818501
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2007,69.60917731
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,0.942830625
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2008,70.26547395
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,3.021906956
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2009,72.3888312
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,6.271743305
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2010,76.92887287
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,4.949948039
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2011,80.73681211
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,1.61918102
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2012,82.04408724
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,0.978440601
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2013,82.8468399
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,1.81895439
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2014,84.35378614
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,2.47518402
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2015,86.44169757
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,2.089516969
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2016,88.24791151
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,4.852860466
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2017,92.53045952
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,7.149692268
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2018,99.14610263
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,2.349260168
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2019,101.4753025
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,-1.453853784
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,0.574459644
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2021,100.5744596
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2022,105.4341609
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,4.831943689
Poland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,0.708122291
Poland,Annual,GDP per hour worked,Index,Q,Constant prices,2023,106.1807637
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,1995,77.32424412
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,1996,78.66990905
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,1.740288513
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,1997,80.217989
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,1.967817127
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,1998,81.1298845
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,1.136771835
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,1999,82.9216106
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,2.208466229
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2000,83.85071603
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,1.120462345
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2001,84.72838154
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,1.046700086
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2002,85.34440186
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,0.727053085
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2003,85.71793802
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,0.43768092
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2004,87.56995392
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,2.160593151
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2005,88.55990223
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,1.130465718
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2006,90.21210212
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,1.865629765
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2007,91.61733452
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,1.557698317
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2008,92.20472693
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,0.641136766
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2009,91.82846785
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-0.408069191
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2010,94.61067051
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,3.029782288
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2011,95.99301934
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,1.461091894
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2012,96.89654845
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,0.941244596
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2013,98.22895864
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,1.375085292
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2014,97.05306329
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,-1.197096417
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2015,96.71508502
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,-0.348240704
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,-0.045569033
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2016,96.67101289
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2017,97.23277403
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,0.581106085
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2018,97.12674621
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,-0.109045351
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2019,98.63300279
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,1.550815438
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,1.385943017
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2021,101.6987687
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,1.698768683
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2022,105.7842306
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,4.017218649
Portugal,Annual,GDP per hour worked,Index,Q,Constant prices,2023,107.6855326
Portugal,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,1.797339705
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,1995,41.26255578
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,6.173827719
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,1996,43.81003488
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,5.718229707
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,1997,46.31519331
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,5.107745204
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,1998,48.68085538
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,2.632791087
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,1999,49.9625206
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,2.10533844
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2000,51.01440075
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2001,52.90366068
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,3.703385526
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,7.080004249
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2002,56.64924211
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,6.821248448
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2003,60.51342766
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,3.512129343
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2004,62.6387375
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,2.927458104
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2005,64.4724603
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,5.990203152
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2006,68.33449165
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,7.976980243
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2007,73.78552055
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,1.799265864
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2008,75.11311823
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-2.790819176
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2009,73.01684693
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,7.13497079
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2010,78.22657763
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,1.261377505
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2011,79.21331008
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,1.674511586
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2012,80.53974613
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,2.587326596
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2013,82.62357241
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,1.639331769
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2014,83.97804688
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,3.792589675
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2015,87.16298961
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,0.297107533
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2016,87.42195742
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,1.878422702
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2017,89.06411131
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,3.028950427
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2018,91.76181909
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,1.922097678
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2019,93.52557089
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,6.922629877
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,5.842211628
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2021,105.8422116
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,-3.248491162
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2022,102.4039367
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,0.028709178
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2023,102.4333361
Slovak Republic,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2024,2.434883031
Slovak Republic,Annual,GDP per hour worked,Index,Q,Constant prices,2024,104.927468
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,1995,54.16156139
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,1996,57.78449098
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,6.689115843
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,1997,62.35362108
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,7.907191054
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,1998,63.8362993
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,2.377854238
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,1999,65.99344747
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,3.379187378
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2000,68.13592456
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,3.246499732
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2001,70.2518958
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,3.105514827
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2002,70.55893148
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,0.437049664
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2003,72.9451699
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,3.381908388
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2004,75.26488625
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,3.18008218
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2005,80.40041099
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,6.823267789
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2006,85.29708797
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,6.09036313
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2007,89.08981599
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,4.446491793
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2008,88.85436736
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,-0.264282323
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2009,83.20307366
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-6.360175498
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2010,85.86938824
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,3.204586638
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2011,88.80201898
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,3.415222591
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2012,88.01162467
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,-0.890063442
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2013,87.33187312
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,-0.772342919
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2014,88.33600359
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,1.149786939
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,0.734958563
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2015,88.98523662
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2016,91.92200394
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,3.300286022
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2017,95.73844837
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,4.151829011
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2018,97.98285963
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,2.344315472
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2019,99.10393154
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,1.144151046
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,0.904170445
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2021,102.9258756
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,2.925875552
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2022,101.659076
Slovenia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,-1.230788213
Slovenia,Annual,GDP per hour worked,Index,Q,Constant prices,2023,103.5927543
